Name,HIFLD_Name,HIFLD_ID,city,City_Prop,zip,type,Type_Prop,status,Stat_Prop,county,Count_Prop,countyfips,StateShort,StateFull,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,LineTxt,max_volt,CurrentMax,min_volt,CurrentMin,max_infer,min_infer,MinVoltCat
Lonesome Pine,LONESOME PINE,113081,BLUEFIELD,Bluefield,24605,SUBSTATION,Substation,IN SERVICE,In service,TAZEWELL,Tazewell,51185,VA,Virginia,USA,37.236661525,-81.313953741,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-06-25,IMAGERY,2019-02-06,2.0,2,138.0,138,138.0,138,N,N,115 to 229
Bearwallow,BEARWALLOW,117045,WAR,War,24622,SUBSTATION,Substation,IN SERVICE,In service,TAZEWELL,Tazewell,51185,VA,Virginia,USA,37.239535951,-81.727780394,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/Tazwell%20Bearwallow%20fact%20sheet.pdf#view=Fit",2014-09-11,IMAGERY,2019-02-06,4.0,4,138.0,138,-999999.0,Unknown,Y,Y,Unknown
Tap147652,TAP147652,147652,GRETNA,Gretna,24557,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.935123469,-79.359572337,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Mt Airy,MT AIRY,147632,GRETNA,Gretna,24557,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.936898877,-79.362440309,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-14,IMAGERY,2015-03-13,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Unknown114491,UNKNOWN114491,114491,GRETNA,Gretna,24557,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.94278067,-79.192453289,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-14,IMAGERY,2014-07-14,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Unknown114489,UNKNOWN114489,114489,GRETNA,Gretna,24557,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.945436383,-79.352799129,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-14,IMAGERY,2014-07-14,2.0,2,115.0,115,115.0,115,N,N,115 to 229
Tap146712,TAP146712,146712,GRETNA,Gretna,24557,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.007582442,-79.305662569,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-11,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Otter River,OTTER RIVER,146691,HURT,Hurt,24563,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.054226831,-79.253056137,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-14,IMAGERY,2015-03-13,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap146711,TAP146711,146711,HURT,Hurt,24563,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.080153901,-79.222115889,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-14,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Tap175462,TAP175462,175462,HURT,Hurt,24563,TAP,Tap,NOT AVAILABLE,Not available,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.085336274,-79.288499755,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-18,IMAGERY,2020-11-18,3.0,3,115.0,115,-999999.0,Unknown,N,N,Unknown
Deadend167399,DEADEND167399,167399,HURT,Hurt,24563,DEAD END,Dead end,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.092579712,-79.284465744,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-08-29,IMAGERY,2019-08-29,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap175460,TAP175460,175460,HURT,Hurt,24563,TAP,Tap,NOT AVAILABLE,Not available,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.094062,-79.312518,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-18,IMAGERY,2020-11-18,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown175461,UNKNOWN175461,175461,HURT,Hurt,24563,SUBSTATION,Substation,NOT AVAILABLE,Not available,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.095939,-79.310495,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-18,IMAGERY,2020-11-18,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Tap146715,TAP146715,146715,HURT,Hurt,24563,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.103702297,-79.275987214,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Multitrade of Pittsylvania LP,MULTITRADE OF PITTSYLVANIA LP,114628,HURT,Hurt,24563,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.104175495,-79.276803879,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-07-11,IMAGERY,2021-06-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Tap146717,TAP146717,146717,HURT,Hurt,24563,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.113084172,-79.269214687,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Altavista Power Station,ALTAVISTA POWER STATION,121378,ALTAVISTA,Altavista,24517,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.117765834,-79.275970026,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-12,IMAGERY,2021-06-01,5.0,5,115.0,115,115.0,115,Y,Y,115 to 229
Altavista,ALTAVISTA,146692,ALTAVISTA,Altavista,24517,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.130063731,-79.278442637,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,6.0,6,138.0,138,115.0,115,Y,Y,115 to 229
Tap146713,TAP146713,146713,ALTAVISTA,Altavista,24517,TAP,Tap,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.142938251,-79.279804184,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229
Otter,OTTER,146693,ALTAVISTA,Altavista,24517,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.142955478,-79.280412612,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-04-01,1.0,1,138.0,138,138.0,138,Y,Y,115 to 229
Unknown121432,UNKNOWN121432,121432,GLADYS,Gladys,24554,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.166458222,-79.059329764,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY,2015-03-13,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Unknown121433,UNKNOWN121433,121433,BROOKNEAL,Brookneal,24528,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.088714889,-78.90353099,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY,2015-03-13,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap147193,TAP147193,147193,CULLEN,Cullen,23934,TAP,Tap,IN SERVICE,In service,CHARLOTTE,Charlotte,51037,VA,Virginia,USA,37.186655343,-78.655279991,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-15,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown114501,UNKNOWN114501,114501,CULLEN,Cullen,23934,SUBSTATION,Substation,IN SERVICE,In service,CHARLOTTE,Charlotte,51037,VA,Virginia,USA,37.194073551,-78.644617032,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-15,IMAGERY,2014-07-15,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap147422,TAP147422,147422,APPOMATTOX,Appomattox,24522,TAP,Tap,IN SERVICE,In service,APPOMATTOX,Appomattox,51011,VA,Virginia,USA,37.231917555,-78.74840783,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown116456,UNKNOWN116456,116456,PAMPLIN,Pamplin,23958,SUBSTATION,Substation,IN SERVICE,In service,PRINCE EDWARD,Prince Edward,51147,VA,Virginia,USA,37.254872484,-78.679439174,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-18,IMAGERY,2014-08-18,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Tap147421,TAP147421,147421,PAMPLIN,Pamplin,23958,TAP,Tap,IN SERVICE,In service,PRINCE EDWARD,Prince Edward,51147,VA,Virginia,USA,37.25492882,-78.679078864,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-18,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown121385,UNKNOWN121385,121385,CONCORD,Concord,24538,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.330682326,-78.993358457,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY,2015-03-12,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Tap171688,TAP171688,171688,CONCORD,Concord,24538,TAP,Tap,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.341546434,-79.000149787,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-03-31,IMAGERY,2020-03-31,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
South Creek,SOUTH CREEK,147386,APPOMATTOX,Appomattox,24522,SUBSTATION,Substation,IN SERVICE,In service,APPOMATTOX,Appomattox,51011,VA,Virginia,USA,37.362086525,-78.851633914,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-13,IMAGERY,2015-03-13,1.0,1,115.0,115,115.0,115,N,N,115 to 229
Unknown121377,UNKNOWN121377,121377,LYNCH STATION,Lynch Station,24571,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.22422045,-79.289712187,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY,2015-03-12,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Rustburg,RUSTBURG,147445,RUSTBURG,Rustburg,24588,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.277182576,-79.106268518,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,1.0,1,138.0,138,138.0,138,N,N,115 to 229
Unknown116459,UNKNOWN116459,116459,RICE,Rice,23966,SUBSTATION,Substation,IN SERVICE,In service,PRINCE EDWARD,Prince Edward,51147,VA,Virginia,USA,37.23161414,-78.279565236,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-18,IMAGERY,2014-08-18,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap148045,TAP148045,148045,RICE,Rice,23966,TAP,Tap,IN SERVICE,In service,PRINCE EDWARD,Prince Edward,51147,VA,Virginia,USA,37.232135002,-78.279028646,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-18,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Farmville,FARMVILLE,147979,FARMVILLE,Farmville,23901,SUBSTATION,Substation,IN SERVICE,In service,CUMBERLAND,Cumberland,51049,VA,Virginia,USA,37.311421583,-78.393034104,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-15,IMAGERY,2015-04-01,4.0,4,230.0,230,115.0,115,N,Y,115 to 229
Unknown116458,UNKNOWN116458,116458,FARMVILLE,Farmville,23901,SUBSTATION,Substation,IN SERVICE,In service,PRINCE EDWARD,Prince Edward,51147,VA,Virginia,USA,37.322060524,-78.463256245,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-18,IMAGERY,2014-08-18,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown116460,UNKNOWN116460,116460,FARMVILLE,Farmville,23901,SUBSTATION,Substation,IN SERVICE,In service,CUMBERLAND,Cumberland,51049,VA,Virginia,USA,37.324221216,-78.337520142,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-18,IMAGERY,2014-08-18,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown146610,UNKNOWN146610,146610,DILLWYN,Dillwyn,23936,SUBSTATION,Substation,IN SERVICE,In service,BUCKINGHAM,Buckingham,51029,VA,Virginia,USA,37.426036268,-78.448553553,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown116457,UNKNOWN116457,116457,DILLWYN,Dillwyn,23936,SUBSTATION,Substation,IN SERVICE,In service,BUCKINGHAM,Buckingham,51029,VA,Virginia,USA,37.448439705,-78.479131599,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-18,IMAGERY,2014-08-18,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Unknown116439,UNKNOWN116439,116439,CUMBERLAND,Cumberland,23040,SUBSTATION,Substation,IN SERVICE,In service,CUMBERLAND,Cumberland,51049,VA,Virginia,USA,37.491705759,-78.350405604,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-15,IMAGERY,2014-08-15,3.0,3,230.0,230,-999999.0,Unknown,N,N,Unknown
Trices Lake,TRICES LAKE,147523,COLUMBIA,Columbia,23038,SUBSTATION,Substation,IN SERVICE,In service,CUMBERLAND,Cumberland,51049,VA,Virginia,USA,37.662972747,-78.238221079,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-15,IMAGERY,2015-04-01,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Bear Garden,BEAR GARDEN,146618,NEW CANTON,New Canton,23123,SUBSTATION,Substation,IN SERVICE,In service,BUCKINGHAM,Buckingham,51029,VA,Virginia,USA,37.697089661,-78.284321321,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-15,IMAGERY,2014-08-15,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Unknown171689,UNKNOWN171689,171689,APPOMATTOX,Appomattox,24522,SUBSTATION,Substation,IN SERVICE,In service,APPOMATTOX,Appomattox,51011,VA,Virginia,USA,37.430268608,-78.926239732,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-03-31,IMAGERY,2020-03-31,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown175455,UNKNOWN175455,175455,GLADSTONE,Gladstone,24553,SUBSTATION,Substation,NOT AVAILABLE,Not available,APPOMATTOX,Appomattox,51011,VA,Virginia,USA,37.507012,-78.782597,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-17,IMAGERY,2020-11-17,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown175465,UNKNOWN175465,175465,BUCKINGHAM,Buckingham,23921,SUBSTATION,Substation,NOT AVAILABLE,Not available,BUCKINGHAM,Buckingham,51029,VA,Virginia,USA,37.550988,-78.592682,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-18,IMAGERY,2020-11-18,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown121454,UNKNOWN121454,121454,GLADSTONE,Gladstone,24553,SUBSTATION,Substation,IN SERVICE,In service,NELSON,Nelson,51125,VA,Virginia,USA,37.572621252,-78.857390499,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY,2015-03-16,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Clifford,CLIFFORD,147664,MONROE,Monroe,24574,SUBSTATION,Substation,IN SERVICE,In service,AMHERST,Amherst,51009,VA,Virginia,USA,37.694933542,-79.01210208,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,4.0,4,138.0,138,-999999.0,Unknown,N,Y,Unknown
Tap147678,TAP147678,147678,AMHERST,Amherst,24521,TAP,Tap,IN SERVICE,In service,AMHERST,Amherst,51009,VA,Virginia,USA,37.699085215,-79.015715368,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown121452,UNKNOWN121452,121452,PINEY RIVER,Piney River,22964,SUBSTATION,Substation,IN SERVICE,In service,NELSON,Nelson,51125,VA,Virginia,USA,37.709774435,-79.008831632,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY,2015-03-16,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Snowden,SNOWDEN,121389,BIG ISLAND,Big Island,24526,SUBSTATION,Substation,IN SERVICE,In service,AMHERST,Amherst,51009,VA,Virginia,USA,37.573580823,-79.370894373,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-12,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Cushaw,CUSHAW,147635,MONROE,Monroe,24574,SUBSTATION,Substation,IN SERVICE,In service,AMHERST,Amherst,51009,VA,Virginia,USA,37.592885344,-79.380448828,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,4.0,4,115.0,115,115.0,115,Y,Y,115 to 229
Tap175469,TAP175469,175469,BUENA VISTA,Buena Vista,24416,TAP,Tap,NOT AVAILABLE,Not available,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.779847,-79.394479,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-18,IMAGERY,2020-11-18,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Rockbridge,ROCKBRIDGE,121387,LEXINGTON,Lexington,24450,SUBSTATION,Substation,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.798442484,-79.415567159,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20180712/20180712-teac-reliability-analysis-update.ashx",2015-03-12,IMAGERY,2019-03-14,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap147650,TAP147650,147650,LEXINGTON,Lexington,24450,TAP,Tap,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.799127744,-79.412557614,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown175470,UNKNOWN175470,175470,BUENA VISTA,Buena Vista,24416,SUBSTATION,Substation,NOT AVAILABLE,Not available,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.823149,-79.327542,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-18,IMAGERY,2020-11-18,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Fairfield,FAIRFIELD,146703,FAIRFIELD,Fairfield,24435,SUBSTATION,Substation,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.870506397,-79.306724045,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,1.0,1,115.0,115,115.0,115,N,N,115 to 229
Unknown175459,UNKNOWN175459,175459,BUCHANAN,Buchanan,24066,SUBSTATION,Substation,NOT AVAILABLE,Not available,BOTETOURT,Botetourt,51023,VA,Virginia,USA,37.535138691,-79.678682059,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-18,IMAGERY,2020-11-18,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Tap175458,TAP175458,175458,BUCHANAN,Buchanan,24066,TAP,Tap,NOT AVAILABLE,Not available,BOTETOURT,Botetourt,51023,VA,Virginia,USA,37.540377,-79.679365,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-11-18,IMAGERY,2020-11-18,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Balcony Falls,BALCONY FALLS,147636,GLASGOW,Glasgow,24555,SUBSTATION,Substation,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.62131493,-79.436823896,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,5.0,5,115.0,115,115.0,115,Y,Y,115 to 229
Glasgow,GLASGOW,147613,GLASGOW,Glasgow,24555,SUBSTATION,Substation,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.624842344,-79.480695163,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-02,IMAGERY,2015-03-13,3.0,3,115.0,115,-999999.0,Unknown,N,N,Unknown
Unknown114184,UNKNOWN114184,114184,LEXINGTON,Lexington,24450,SUBSTATION,Substation,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.749770376,-79.542704928,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-02,IMAGERY,2014-07-02,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap146997,TAP146997,146997,LEXINGTON,Lexington,24450,TAP,Tap,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.751277867,-79.543479907,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-02,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown147352,UNKNOWN147352,147352,COVINGTON,Covington,24426,SUBSTATION,Substation,IN SERVICE,In service,COVINGTON,Covington,51580,VA,Virginia,USA,37.761555675,-79.998437928,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Tap147349,TAP147349,147349,COVINGTON,Covington,24426,TAP,Tap,IN SERVICE,In service,ALLEGHANY,Alleghany,51005,VA,Virginia,USA,37.768170621,-79.961250932,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-11,IMAGERY/OTHER,2015-08-14,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229
Covington,COVINGTON,121373,COVINGTON,Covington,24426,SUBSTATION,Substation,IN SERVICE,In service,COVINGTON,Covington,51580,VA,Virginia,USA,37.769319968,-79.985999933,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.dominionenergy.com/library/domcom/media/about-us/electric-projects/power-line-projects/low-moor/lowmoor-project-simulations.pdf?la=en",2015-03-11,IMAGERY,2019-03-04,4.0,4,138.0,138,138.0,138,N,N,115 to 229
Unknown157264,UNKNOWN157264,157264,COVINGTON,Covington,24426,SUBSTATION,Substation,IN SERVICE,In service,COVINGTON,Covington,51580,VA,Virginia,USA,37.769791456,-79.985874886,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017-10-09,IMAGERY,2017-10-16,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Lowmoor,LOWMOOR,146407,COVINGTON,Covington,24426,SUBSTATION,Substation,IN SERVICE,In service,ALLEGHANY,Alleghany,51005,VA,Virginia,USA,37.776528516,-79.891991394,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-02,IMAGERY,2015-03-11,5.0,5,230.0,230,138.0,138,N,Y,115 to 229
Fudge Hollow,FUDGE HOLLOW,147344,COVINGTON,Covington,24426,SUBSTATION,Substation,IN SERVICE,In service,ALLEGHANY,Alleghany,51005,VA,Virginia,USA,37.780136254,-80.008043934,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-11,IMAGERY,2015-03-11,5.0,5,138.0,138,138.0,138,Y,Y,115 to 229
Unknown147351,UNKNOWN147351,147351,COVINGTON,Covington,24426,SUBSTATION,Substation,IN SERVICE,In service,COVINGTON,Covington,51580,VA,Virginia,USA,37.787025669,-79.998943118,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
